image,condition,replicate,cell_id,pair,pearson_r,manders_m1,manders_m2,projection_derived
MAX_40deg_rep1.tif,40deg,1,30,Tif6_vs_Nsr1,0.8509780237157776,0.8633818589025756,0.9740022431414062,True
MAX_40deg_rep1.tif,40deg,1,31,Tif6_vs_Nsr1,0.38202990767817296,,0.0,True
MAX_40deg_rep1.tif,40deg,1,32,Tif6_vs_Nsr1,0.7537647321447692,0.775248972538246,0.9664681645274305,True
MAX_40deg_rep1.tif,40deg,1,1,Sis1_vs_Nsr1,0.8674479615114222,0.8085256588384616,1.0,True
MAX_40deg_rep1.tif,40deg,1,2,Sis1_vs_Nsr1,0.28257213421956495,,,True
MAX_40deg_rep1.tif,40deg,1,3,Sis1_vs_Nsr1,0.32970190365543467,,,True
MAX_40deg_rep1.tif,40deg,1,4,Sis1_vs_Nsr1,0.897639290717825,0.8455594335637908,1.0,True
MAX_40deg_rep1.tif,40deg,1,5,Sis1_vs_Nsr1,0.7515758608925416,0.7644370616877955,0.9989970909408035,True
MAX_40deg_rep1.tif,40deg,1,6,Sis1_vs_Nsr1,0.8911784414291934,0.9194973911191566,0.9753249637753969,True
MAX_40deg_rep1.tif,40deg,1,7,Sis1_vs_Nsr1,0.7779881748328625,0.9139437008058349,0.9856813722843206,True
MAX_40deg_rep1.tif,40deg,1,8,Sis1_vs_Nsr1,0.8081614491546558,0.9312325961015268,0.9738687327307313,True
MAX_40deg_rep1.tif,40deg,1,9,Sis1_vs_Nsr1,0.7190148381832695,0.8031368779763205,0.998561808399039,True
MAX_40deg_rep1.tif,40deg,1,10,Sis1_vs_Nsr1,0.8544832071854065,0.9100759838940122,0.9975573738822366,True
MAX_40deg_rep1.tif,40deg,1,11,Sis1_vs_Nsr1,0.34488582026170606,0.0,,True
MAX_40deg_rep1.tif,40deg,1,12,Sis1_vs_Nsr1,0.8293028919610815,0.8573940095499928,1.0,True
MAX_40deg_rep1.tif,40deg,1,13,Sis1_vs_Nsr1,0.836473126114925,0.8440624929139929,0.9833716835534763,True
MAX_40deg_rep1.tif,40deg,1,14,Sis1_vs_Nsr1,0.9167831595431164,0.990692308700725,0.9247968743062647,True
MAX_40deg_rep1.tif,40deg,1,15,Sis1_vs_Nsr1,0.7323880838742486,0.8091840836012861,1.0,True
MAX_40deg_rep1.tif,40deg,1,16,Sis1_vs_Nsr1,0.9009336631026109,0.857544565961774,1.0,True
MAX_40deg_rep1.tif,40deg,1,17,Sis1_vs_Nsr1,0.2246352144668801,0.0,,True
MAX_40deg_rep1.tif,40deg,1,18,Sis1_vs_Nsr1,0.7412490674284209,0.7227777070500329,0.8925560488576183,True
MAX_40deg_rep1.tif,40deg,1,19,Sis1_vs_Nsr1,0.4328296543604866,0.0,,True
MAX_40deg_rep1.tif,40deg,1,20,Sis1_vs_Nsr1,0.8661482360435546,0.8005954627198176,1.0,True
MAX_40deg_rep1.tif,40deg,1,21,Sis1_vs_Nsr1,0.37547719866686935,0.0,,True
MAX_40deg_rep1.tif,40deg,1,22,Sis1_vs_Nsr1,0.5067728022017856,,0.0,True
MAX_40deg_rep1.tif,40deg,1,23,Sis1_vs_Nsr1,0.19158357576586968,,0.0,True
MAX_40deg_rep1.tif,40deg,1,24,Sis1_vs_Nsr1,0.9084106117128402,0.9350262093483032,0.988865408618495,True
MAX_40deg_rep1.tif,40deg,1,25,Sis1_vs_Nsr1,0.9157354913152133,0.9333390906343106,0.9795831418904808,True
MAX_40deg_rep1.tif,40deg,1,26,Sis1_vs_Nsr1,0.8251752525961469,0.9425689050277805,0.9751574891150702,True
MAX_40deg_rep1.tif,40deg,1,27,Sis1_vs_Nsr1,0.6528968853202831,0.7137801129787609,1.0,True
MAX_40deg_rep1.tif,40deg,1,28,Sis1_vs_Nsr1,0.07547577370155333,,0.0,True
MAX_40deg_rep1.tif,40deg,1,29,Sis1_vs_Nsr1,0.0779430540066965,,,True
MAX_40deg_rep1.tif,40deg,1,30,Sis1_vs_Nsr1,0.9479100390379416,0.8252693938001123,1.0,True
MAX_40deg_rep1.tif,40deg,1,31,Sis1_vs_Nsr1,0.06820006373103789,,0.0,True
MAX_40deg_rep1.tif,40deg,1,32,Sis1_vs_Nsr1,0.8803582253448817,0.9396864637902956,0.9392629445686304,True
